,year,type,country,activity,age,species,month,fatal,gender
1027,1987,Unprovoked,vanuatu,Swimming,8,4.3 m shark,Apr,Y,M
1028,1987,Unprovoked,south africa,Spearfishing,30,>2.5 m [8.25'] white shark,Jan,N,M
1029,1986,Unprovoked,south africa,Body boarding,21,3 m [10'] white shark,Dec,Y,M
1030,1986,Unprovoked,usa,Surfing,40,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,N,M
1031,1986,Unprovoked,usa,Free diving  & spearfishing (submerged),27,5 m to 6 m [16.5' to 20'] white shark,Dec,N,M
1032,1986,Unprovoked,usa,Swimming,6,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,N,F
1033,1986,Unprovoked,south africa,Racing ski,32,1.6 m shark,Oct,N,M
1034,1986,Invalid,south africa,Spearfishing,35,Invalid,Aug,,M
1035,1986,Unprovoked,south africa,Spearfishing,26,1.2 m [4'] dusky shark,Jul,N,M
1036,1986,Unprovoked,south africa,Treading water,26,>1 m shark,Mar,N,M
1037,1986,Unprovoked,south africa,Surfing,21,>2.4 m [8'] white shark,Feb,N,M
1038,1986,Unprovoked,south africa,Swimming,46,Raggedtooth shark,Feb,N,M
1039,1986,Unprovoked,south africa,Spearfishing,29,"Raggedtooth shark, 2 m [6.75'] ",Feb,N,M
1040,1986,Unprovoked,australia,Surfing,29,"Bronze whaler shark, 3.5 m ",Feb,N,M
1041,1986,Unprovoked,usa,Surfing,22,Blacktip shark,Jan,N,M
1042,1986,Unprovoked,usa,Surfing,16,1.5 m [5'] shark,,N,M
1043,1985,Unprovoked,south africa,Body boarding,22,2.5 m [8.25'] white shark,Oct,N,M
1044,1985,Unprovoked,usa,Hookah diving for abalone,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,N,M
1045,1985,Invalid,usa,Swimming,17,Invalid,Sep,,M
1046,1985,Invalid,usa,Wading,11,Shark involvement not confirmed,Aug,,M
1047,1985,Invalid,usa,Scuba diving,67,Shark involvement prior to death not confirmed,Aug,,M
1048,1985,Unprovoked,usa,Wading,13,Possibly a small hammerhead shark,Jul,N,F
1049,1985,Unprovoked,italy,Snorkeling,13,"3 m to 3.6 m  [10' to 11'9""] white shark",Jul,N,M
1050,1985,Unprovoked,australia,Free diving for scallops,33,6 m [20'] white shark,Mar,Y,F
1051,1985,Unprovoked,usa,Scuba Diving for lobster (at surface),29,6 m [20'] white shark,Feb,N,M
1052,1985,Unprovoked,south africa,Swimming,15,Raggedtooth shark,Jan,N,M
1053,1985,Unprovoked,south africa,Surfing,18,"3.5 m white shark, tooth fragments recovered",Jan,N,M
1054,1985,Unprovoked,south africa,Spearfishing,34,3.5 m [11.5'] white shark,Jan,N,M
1055,1985,Provoked,south africa,Spearfishing,20,1.5 m [5'] dusky shark,Jan,N,M
1056,1984,Unprovoked,australia,Sailing on catamaran & fell into the water,16,"Tiger shark, 4 m ",Nov,Y,M
1057,1984,Invalid,usa,Swimming,22,Shark involvement prior to death was not confirmed,Oct,,M
1058,1984,Unprovoked,usa,Surfing or body surfing,23,1.5 m [5'] shark,Oct,N,F
1059,1984,Invalid,usa,Wading,77,Shark involvement not confirmed; officials considered barracua,Oct,,F
1060,1984,Unprovoked,usa,Surfing,15,1.2 m [4'] blacktip shark,Oct,N,M
1061,1984,Unprovoked,usa,Surfing (sitting on his board),25,3 m to 5 m [10' to 16.5'] white shark,Sep,N,M
1062,1984,Unprovoked,usa,Surfing,16,Hammerhead shark?+O2356,Sep,N,M
1063,1984,Unprovoked,usa,Skindiving,28,4.5 m to 5 m white shark,Sep,Y,M
1064,1984,Unprovoked,usa,Swimming,18,1.2 m [4'] shark,Jul,N,F
1065,1984,Invalid,south africa,Spearfishing,21,Shark involvement prior to death was not confirmed,Jul,,M
1066,1984,Unprovoked,south africa,Surfing,27,2.4 m [8'] white shark,Jun,N,M
1067,1984,Unprovoked,usa,Towing her sister on plastic ski board,13,1.2 m to 1.5 m [4' to 5'] hammerhead shark,Jun,N,F
1068,1984,Provoked,south africa,Scuba diving,33, 1.5 m [5'] dusky shark,Feb,N,M
1069,1984,Unprovoked,south africa,Swimming,14,"Raggedtooth shark, 1 m ",Jan,N,M
1070,1983,Unprovoked,south africa,Swimming,47,"Raggedtooth shark, >1 m ",Dec,N,M
1071,1983,Unprovoked,south africa,Spearfishing,29,5 m [16.5'] white shark,Aug,N,M
1072,1983,Unprovoked,usa,Swimming,14,Sand shark,Aug,N,F
1073,1983,Unprovoked,usa,Diving,22,6' to 8' bull shark,Aug,N,F
1074,1983,Sea Disaster,australia,Swimming from the New Venture ,21,"Tiger shark, 5 m [16.5']",Jul,Y,F
1075,1983,Sea Disaster,australia,Swimming from the New Venture ,24,"Tiger shark, 5 m [16.5']",Jul,Y,M
1076,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,28,"Tiger shark, 5 m [16.5']",Jul,N,M
1077,1983,Unprovoked,usa,Windsurfing,39,3.5' hammerhead shark,Jul,N,F
1078,1983,Unprovoked,usa,Water-skiing,21,6' shark,May,N,M
1079,1983,Unprovoked,south africa,Fishing,27,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",Apr,N,M
1080,1983,Unprovoked,south africa,Spearfishing,17,1.8 m [6'] Zambezi shark,Mar,N,M
1081,1983,Unprovoked,south africa,Paddleskiing,16,3 m [10'] shark,Feb,N,M
1082,1983,Unprovoked,south africa,Spearfishing,32,White shark,Jan,N,M
1083,1982,Unprovoked,usa,Windsurfing,26,1.5 m [5'] shark,Oct,N,M
1084,1982,Unprovoked,south africa,Surfing,16,"Believed to involve a 2.8 m [9'3""] white shark",Sep,N,M
1085,1982,Unprovoked,usa,Surfing,20,1.5 m [5'] shark,Sep,N,M
1086,1982,Unprovoked,usa,Diving,36,White shark,Sep,N,M
1087,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),28,5 m to 6 m [16.5' to 20'] white shark,Sep,N,M
1088,1982,Invalid,usa,Surfing,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,Aug,,M
1089,1982,Invalid,south africa,Boogie boarding,20,Invalid,Jul,,M
1090,1982,Unprovoked,south africa,Paddleskiing,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",Jul,N,M
1091,1982,Unprovoked,usa,Paddle Boarding,26,4.5 m to 5.5 m [14.7' to 18'] white shark,Jul,N,M
1092,1982,Unprovoked,usa,Swimming,17,0.9 m to 1.2 m [3' to 4'] shark,Jul,N,M
1093,1982,Unprovoked,south africa,Surfing,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",Jun,Y,M
1094,1982,Unprovoked,usa,Swimming,20,5' shark,Jun,N,M
1095,1982,Unprovoked,south africa,Swimming,20,Raggedtooth shark,Jan,N,M
1096,1981,Unprovoked,usa,Surfing,24,7 m [23'] white shark,Dec,Y,M
1097,1981,Unprovoked,usa,Swimming,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M
1098,1981,Unprovoked,usa,Swimming,26,Said to involve a tiger shark or a hammerhead shark,Sep,Y,M
1099,1981,Unprovoked,bahamas,Snorkeling on surface,53,Mako shark (tooth fragments recovered),Aug,N,M
1100,1981,Unprovoked,south africa,Surfing,32,Possibly a  1.8 m [6'] Zambezi shark,Jul,N,M
1101,1981,Unprovoked,south korea,Shell diving,27,6 m  white shark,May,Y,F
1102,1981,Unprovoked,south africa,Surfing,27,Raggedtooth shark,May,N,M
1103,1981,Unprovoked,south africa,Surfing,19,"Raggedtooth shark, 2.5 m [8.25'] ",May,N,M
1104,1981,Unprovoked,south africa,Surfing,24,"Tiger shark, 2.1 m [7']",May,N,M
1105,1981,Unprovoked,usa,Standing / Wading,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",Mar,N,M
1106,1981,Unprovoked,usa,Surfing,24,C. maculpinnis or C. limbatus,Mar,N,M
1107,1981,Unprovoked,south africa,Swimming,30,Juvenile dusky or blacktip shark,Feb,N,M
1108,1981,Unprovoked,usa,Surfing,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,Feb,N,M
1109,1981,Unprovoked,australia,Surf-skiing,27,"Tiger shark, 2.5 m ",,N,M
1110,1980,Unprovoked,south africa,Paddleskiing,25,3.5 m [11.5'] shark,,N,M
1111,1980,Unprovoked,reunion,Spearfishing,22,1.8 m [6'] white shark,Nov,N,M
1112,1980,Unprovoked,usa,Surfing,29,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M
1113,1980,Unprovoked,usa,Surfing,19,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M
1114,1980,Unprovoked,usa,Standing,22,4' to 8' shark,Jul,N,F
1115,1980,Unprovoked,south africa,Surfing,22,1.8 m [6'] shark,May,N,M
1116,1980,Unprovoked,mexico,Body surfing,13,Tiger shark,Apr,N,F
1117,1980,Unprovoked,south africa,Body boarding,24,"2.8 m [9'3""] white shark",Jan,N,M
1118,1980,Provoked,south africa,Spearfishing,29,"2 m [6'9""] Zambesi shark",Jan,N,M
1119,1980,Unprovoked,south africa,Swimming,25,"Raggedtooth shark, 2 m [6'9""] ",Jan,N,M
1120,1980,Invalid,south africa,Spearfishing,20,Invalid,,,M
1121,1979,Unprovoked,usa,Surfing,20,"White shark, 4 m [13'] ",Nov,N,M
1122,1979,Provoked,south africa,Spearfishing,25,"White shark, 2.5 m [8.25']  ",,N,M
1123,1979,Unprovoked,usa,Surfing,27,Blacktip or spinner shark,Mar,N,M
1124,1979,Unprovoked,south africa,"Surfing, collided with shark",19,1.5 m to 2 m [5' to 6.75'] shark,Feb,N,M
1125,1978,Unprovoked,south africa,Spearfishing,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",Dec,Y,M
1126,1978,Unprovoked,south africa,Spearfishing,27,"White shark, 3.7 m [12'] ",Sep,N,M
1127,1978,Unprovoked,south africa,Surfing,17,Thought to involve a blacktip shark,Jan,N,M
1128,1977,Unprovoked,south africa,Surfing,18,"Tiger shark, 3 m [10']",Dec,N,M
1129,1977,Unprovoked,south africa,Spearfishing,25,"White shark, 5 m [16.5'] ",Oct,N,M
1130,1977,Unprovoked,australia,Surfing,17,White shark,Aug,N,M
1131,1977,Unprovoked,usa,Free diving for abalone (surfacing),20,"White shark, 5.5 m to 6 m [18' to 20']  ",Aug,N,M
1132,1977,Provoked,usa,Spearfishing / Scuba diving,27,"Bull shark, 8",Jun,N,M
1133,1976,Unprovoked,usa,Hookah diving for abalone (submerged),29,"White shark, 5.5 m [18'] ",Dec,N,M
1134,1976,Unprovoked,south africa,"Thrashing the water / imitating the shark victim from ""Jaws""",19,"White shark, 3 m [10'] k",Nov,N,M
1135,1976,Unprovoked,usa,Surfing,19,2.1 m [7'] lemon shark or bull shark,Nov,N,M
1136,1976,Unprovoked,usa,Surfing,25,"White shark, 3 m to 4 m [10' to 13'] ",Oct,N,M
1137,1976,Unprovoked,south africa,Surfing,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",Oct,N,M
1138,1976,Unprovoked,usa,Surfing,15,"Tiger shark, 6' ",Sep,N,M
1139,1976,Unprovoked,usa,Surfing,19,"White shark, 4.5 m ",Aug,N,M
1140,1976,Unprovoked,usa,Skindiving,17,12' to 14' shark,Jun,N,M
1141,1975,Unprovoked,usa,Scuba diving & spearfishing,27,White shark,Dec,N,M
1142,1975,Unprovoked,south africa,Standing,33,Juvenile dusky shark,Nov,N,M
1143,1975,Unprovoked,south africa,Surfing,19,"White shark, 2.4 m [8']",Aug,N,M
1144,1975,Unprovoked,usa,Floating on a small orange raft ,20,1.5 m [5'] shark,Aug,N,M
1145,1975,Unprovoked,usa,Free diving for abalone,44,White shark,Aug,N,M
1146,1975,Unprovoked,australia,Scuba diving for abalone,37,White shark,Jul,Y,M
1147,1975,Unprovoked,usa,Scuba diving for abalone (at surface),23,"White shark, 5.8 m [19'] ",Jul,N,M
1148,1975,Unprovoked,usa,Hookah diving for abalone,34,"White shark, 5m to 6m",Jul,N,M
1149,1975,Unprovoked,usa,Swimming,14,1.2 m [4'] shark,Jul,N,F
1150,1975,Unprovoked,usa,Swimming ,18,4' shark,Jun,N,M
1151,1975,Unprovoked,south africa,Surfing,16,1.5 m [5'] shark,Feb,N,M
1152,1975,Unprovoked,australia,Swimming underwater from crayfish cage to a fishing bait,12,"White shark, 3 m [10'] ",Feb,Y,M
1153,1974,Unprovoked,usa,Surfing,17,"White shark, 5.5 m to 6 m [18' to 20'] ",Sep,N,M
1154,1974,Unprovoked,usa,Hookah diving for abalone,29,"White shark, 4 m to 5 m ",Sep,N,M
1155,1974,Unprovoked,israel,Swimming,20,"Shortfin mako shark, 2.3 m [7.5'] ",Sep,N,F
1156,1974,Unprovoked,usa,Scuba diving (but on surface),41,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M
1157,1974,Unprovoked,usa,Scuba diving (but on surface),48,"White shark, 5 m to 6 m [16.5 to 20'] ",Sep,N,M
1158,1974,Unprovoked,usa,Surfing,24,"White shark, 4.5 m ",Sep,N,M
1159,1974,Unprovoked,usa,Free diving (but on surface),45,"White shark, 5 m [16.5']",May,N,M
1160,1974,Unprovoked,south africa,Spearfishing,22,"Raggedtooth shark, 1.5 m [5'] ",Apr,N,M
1161,1974,Unprovoked,south africa,Surfing,17,Juvenile dusky shark,Apr,N,M
1162,1974,Unprovoked,south africa,Surfing,21,1.8 m [6'] shark,Mar,N,M
1163,1974,Unprovoked,south africa,Swimming,33,2 m to 2.5 m [6.75'  to 8.25'] shark,Jan,N,M
1164,1973,Unprovoked,bahamas,"Free diving, Spearfishing",11,7' to 8' bull shark,Sep,N,M
1165,1973,Unprovoked,mexico,"Free diving, Spearfishing",37,White shark,Sep,Y,M
1166,1973,Unprovoked,south africa,Spearfishing,26,"2 m shark, possibly a dusky or blacktip shark",Mar,N,M
1167,1972,Unprovoked,mozambique,Swimming,25,2 m to 3 m shark,Dec,N,M
1168,1972,Unprovoked,usa,Surfing,22,4.5' shark,Jun,N,M
1169,1972,Unprovoked,usa,Free diving for abalone,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M
1170,1972,Unprovoked,australia,Surfing,18,7' shark,Feb,N,M
1171,1972,Unprovoked,south africa,Sitting in shallows,30,Zambesi shark,Jan,N,F
1172,1972,Unprovoked,mozambique,Standing,24,"White shark, 2.5 m [8.25'] ",Jan,N,M
1173,1971,Unprovoked,south africa,Swimming,16,"White shark, 3 m [10']rk",Dec,N,F
1174,1971,Unprovoked,usa,Surfing,18,5' to 6' shark,Oct,N,M
1175,1971,Unprovoked,south africa,Swimming,25,1.5 m to 2 m shark,Oct,N,M
1176,1971,Unprovoked,usa,Scuba diving,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M
1177,1971,Unprovoked,croatia,Swimming,34,White shark,Sep,Y,M
1178,1971,Provoked,australia,Scuba diving & feeding fish,26,"Grey nurse shark, 11'",Aug,N,M
1179,1971,Unprovoked,south africa,Surfing,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M
1180,1971,Unprovoked,south africa,Swimming,>50,White shark according to tooth pattern and witnesses,Apr,Y,M
1181,1971,Unprovoked,new zealand,Surfing,16,"White shark, 4.6 m [15'] ",Mar,N,M
1182,1970,Unprovoked,micronesia,Diving,43,1.8 to 2 m C. albimarginatus,Sep,N,M
1183,1970,Provoked,south africa,Scuba Diving,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M
1184,1969,Unprovoked,usa,Free diving for abalone,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M
1185,1969,Unprovoked,usa,Body surfing,13,4' shark,Aug,N,M
1186,1969,Provoked,usa,Diving,23,Nurse shark,May,N,M
1187,1969,Unprovoked,usa,Surfing,16,"White shark, identified by tooth fragments in surfboard",Mar,N,M
1188,1969,Provoked,australia,Fishing,49,7-gill shark,Feb,N,M
1189,1968,Provoked,australia,Feeding mullet to sharks,27,"Grey nurse shark, 10' ",Dec,N,M
1190,1968,Unprovoked,new zealand,Surfing,17,White shark,Dec,N,M
1191,1968,Unprovoked,new zealand,Spearfishing,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M
1192,1968,Unprovoked,columbia,Dynamite fishing,18,2 m shark,Aug,N,M
1193,1968,Unprovoked,usa,Free diving,25,"White shark, 4 m [13'] ",Jul,N,M
1194,1968,Unprovoked,usa,Spearfishing using Scuba,33,4m [13'] shark,Jul,N,M
1195,1968,Invalid,usa,Wading,63,Shark involvement not confirmed,Apr,,M
1196,1968,Unprovoked,south africa,Wading & pushing dinghy toward  the shallows,35,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M
1197,1968,Invalid,usa,Treading water,28,Invalid,Mar,,M
1198,1968,Unprovoked,australia,Spearfishing,26,"Bronze whaler shark, 3 m [10'] ",Feb,N,M
1199,1967,Unprovoked,south africa,Surfing,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M
1200,1967,Unprovoked,usa,Standing on sandbar,19,small blacktip shark,Oct,N,M
1201,1967,Provoked,usa,Pulling shark from the water,24,5' blue shark,Aug,N,M
1202,1967,Unprovoked,australia,"Spearfishing, dived to pick up a float line",23,White shark,Aug,Y,M
1203,1967,Invalid,australia,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),? & 19,Shark involvement prior to death was not confirmed,Aug,,M
1204,1967,Unprovoked,usa,Spearfishing,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M
1205,1967,Unprovoked,bahamas,Photographing sharks underwater using Scuba,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,N,M
1206,1967,Provoked,usa,Spearfishing,26,"Nurse shark, 1 m ",Jun,N,M
1207,1967,Unprovoked,south africa,Spearfishing,32,"White shark, 3 m [10'] ",Mar,N,M
1208,1967,Provoked,australia,Spearfishing,36,Grey nurse shark,Mar,N,M
1209,1967,Unprovoked,new zealand,Lifesaving drill,21,Thought to involve a white shark,Mar,Y,M
1210,1966,Unprovoked,papua new guinea,Swimming,13,3.7 m [12'] shark,Oct,Y,F
1211,1966,Unprovoked,papua new guinea,Bathing,8,3.7 m [12'] shark,Oct,Y,F
1212,1966,Unprovoked,australia,"Free diving, carrying speargun",32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M
1213,1966,Unprovoked,australia,Spearfishing,43,"Mako shark, 1.9 m [6.5'] ",Sep,N,M
1214,1966,Unprovoked,new britain,Swimming,13,A pack of 6 sharks,Aug,Y,F
1215,1966,Unprovoked,new britain,Diving into water,9,A pack of 6 sharks,Aug,Y,F
1216,1966,Invalid,usa,Spearfishing on Scuba,26,Invalid,Aug,,M
1217,1966,Unprovoked,usa,Wading,8,Spinner or blacktip sharks,Aug,N,M
1218,1966,Provoked,usa,Killing a shark,34,4' shark,Jul,N,M
1219,1966,Invalid,usa,Free diving,46,Invalid,Jul,,M
1220,1966,Provoked,usa,Clamming,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M
1221,1966,Provoked,usa,Fishing,18,1.2 m [4'] hammerhead shark,Jun,N,M
1222,1966,Unprovoked,usa,Swimming,18,a small shark,Jun,N,M
1223,1966,Invalid,usa,Spearfishing / Scuba diving,24,Invalid,May,,M
1224,1966,Unprovoked,australia,Treading water,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M
1225,1966,Provoked,south africa,Helping men land a shark,33,Copper shark,Jan,N,M
1226,1966,Unprovoked,usa,Free diving / spearfishing (resting on the surface),29,"White shark, 3 m [10'] ",Jan,N,M
1227,1966,Unprovoked,south africa,Standing,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M
1228,1966,Unprovoked,south africa,Body surfing,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M
1229,1966,Unprovoked,usa,Swimming,35,Hammerhead shark,Jan,N,M
1230,1966,Invalid,usa,Walking,15,Shark involvement not confirmed,,,F
1231,1965,Unprovoked,australia,Surfing,24,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M
1232,1965,Invalid,usa,Surfing,19,Invalid,Apr,,M
1233,1965,Unprovoked,usa,Spearfishing,28,"White shark, 10' to 12' ",Apr,N,M
1234,1965,Unprovoked,palau,Walking on reef,8,"Tiger shark, tooth fragment recovered",Apr,N,M
1235,1965,Unprovoked,usa,Paddling on surfboard,17,Blacktip or spinner shark,Apr,N,M
1236,1965,Unprovoked,usa,Free diving,16,Mako shark,Mar,N,M
1237,1965,Unprovoked,south africa,Treading water,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M
1238,1965,Unprovoked,usa,Scuba diving,18,1.2 m [4'] shark,Feb,N,M
1239,1965,Unprovoked,south africa,Paddling rescue ski,22,"White shark, 3.7 m [12'] ",Jan,N,M
1240,1964,Unprovoked,south africa,Swimming,19,Raggedtooth shark ,Dec,N,M
1241,1964,Unprovoked,papua new guinea,"Canoe swamped, swimming back to canoe",28,2.1 m [7'] shark,Dec,N,M
1242,1964,Unprovoked,australia,Free diving with seals,25,"White shark, 2.4 m [8'] ",Nov,N,M
1243,1964,Unprovoked,australia,"Surfing, but swimming to his board",19,"Grey nurse shark, 1.8 m [6']",Oct,N,M
1244,1964,Unprovoked,taiwan,Swimming,20,1.8 m [6'] shark,Sep,N,M
1245,1964,Unprovoked,mexico,Floating on his back in an inner tube,19,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M
1246,1964,Invalid,usa,Spearfishing / free diving,18,Invalid,Aug,,M
1247,1964,Unprovoked,usa,Spearfishing using scuba,28,Hammerhead shark,Aug,N,M
1248,1964,Invalid,usa,Attempting to swim across the Atlantic Ocean,29,Shark involvement prior to death was not confirmed,Jun,,F
1249,1964,Invalid,south africa,Swimming,40,Shark involvement prior to death was not confirmed,Jun,,M
1250,1964,Unprovoked,fiji,Spearfishing,35,Tiger shark,May,Y,M
1251,1964,Unprovoked,usa,Skin diving ,38,1.7 m [5.5'] shark,Mar,N,M
1252,1964,Unprovoked,new zealand,Spearfishing,26,"White shark, 3 m [10'] ",Feb,N,M
1253,1964,Unprovoked,south africa,Body boarding,25,"White shark, 1.5 m [5'] k",Feb,N,M
1254,1964,Unprovoked,new zealand,Swimming,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M
1255,1964,Invalid,australia,Swimming,23,Shark involvement prior to death was not confirmed,Feb,,M
1256,1964,Unprovoked,usa,Spearfishing / Scuba diving (at surface),21,White shark (tooth fragment recovered),Jan,N,M
1257,1963,Unprovoked,south africa,Standing,20,"Zambesi shark, 1.8 m [6'] ",Dec,N,F
1258,1963,Unprovoked,south africa,Swimming ,24,1.8 m [6']  shark,Dec,N,M
1259,1963,Provoked,south africa,Helping friend land hooked shark,13,"Dusky shark, 1 m ",Dec,N,M
1260,1963,Unprovoked,south africa,Splashing in surf,15,300- to 400-lb Zambesi shark,Dec,Y,M
1261,1963,Unprovoked,australia,Spearfishing,23,White shark,Dec,N,M
1262,1963,Unprovoked,new zealand,Treading water while alongside capsized yacht,20,Possibly a broadnose 7-gill shark,Nov,N,M
1263,1963,Provoked,papua new guinea,Fishing / standing in waist deep water,18,Tiger shark,Nov,N,F
1264,1963,Unprovoked,fiji,Fishing,21,>1.2 m [4'] tiger shark,Nov,N,F
1265,1963,Unprovoked,palau,Fishing,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M
1266,1963,Unprovoked,usa,"Surf fishing, wading ",28,500-lb shark,Oct,N,M
1267,1963,Unprovoked,solomon islands,Spearing fish,30,5.5 m [18'] shark,Sep,Y,M
1268,1963,Provoked,australia,Surfing,18,1.5 m [5'] shark,Sep,N,M
1269,1963,Provoked,usa,"Spearfishing, pulled sharks tail",16,"Nurse shark, 1.2 m [4'] ",Sep,N,M
1270,1963,Unprovoked,federated states of micronesia,Spearfishing,26,Tiger shark,Jul,N,M
1271,1963,Unprovoked,greece,Swimming,42,"White shark, 3 m ",Jun,Y,F
1272,1963,Provoked,papua new guinea,Fishing,30,1.8 m [6'] shark,Jun,N,M
1273,1963,Unprovoked,usa,Swimming,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M
1274,1963,Unprovoked,usa,Surfing ,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M
1275,1963,Unprovoked,australia,Spearfishing,18,"Bronze whaler shark, 3 m [10'] ",Feb,N,M
1276,1963,Unprovoked,fiji,Spearfishing,28,"White shark, 2.1 m [7'] ",Feb,N,M
1277,1963,Unprovoked,australia,Wading,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F
1278,1963,Invalid,australia,Swimming,25,Shark involvement prior to death was not confirmed,Jan,,M
1279,1963,Unprovoked,south africa,"Free diving, hunting crayfish",27,1 m shark,Jan,N,M
1280,1963,Unprovoked,south africa,Spearfishing,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M
1281,1962,Unprovoked,australia,Spearfishing,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M
1282,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M
1283,1962,Unprovoked,mexico,Wading,32,2.7 m [9'] shark,Oct,Y,M
1284,1962,Unprovoked,british west indies,Spearfishing,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M
1285,1962,Unprovoked,italy,Spearfishing with Scuba gear,28,White shark,Sep,Y,M
1286,1962,Provoked,papua new guinea,Fishing,49,"""A long thin brown-colored shark""",Aug,N,M
1287,1962,Provoked,usa,Diving for abalone,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M
1288,1962,Unprovoked,usa,Surf fishing in waist-deep water,40,Unknown,Aug,Y,M
1289,1962,Unprovoked,usa,Standing,24,1.8 m [6'] shark,Aug,N,M
1290,1962,Provoked,usa,Fishing for albacore,19,Blue shark,Jul,N,M
1291,1962,Unprovoked,usa,Rolled off raft,11,1.8 m [6'] shark,Jun,N,M
1292,1962,Provoked,usa,"Scuba diving, attempting to catch a captive shark",55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M
1293,1962,Unprovoked,south africa,Wading,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M
1294,1962,Unprovoked,papua new guinea,Swimming,10,Possibly a bronze whaler shark,Mar,Y,M
1295,1962,Unprovoked,south africa,Treading water,13,"White shark, 3 m ",Feb,Y,M
1296,1962,Unprovoked,australia,Swimming,35,60 cm  shark ,Feb,N,M
1297,1962,Unprovoked,new zealand,Splashing ,18,1.5 m [5'] shark,Jan,N,M
1298,1962,Invalid,south africa,"Fishing, slipped on rocks & fell into sea",40,Shark involvement prior to death was not confirmed,Jan,,M
1299,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),29,"White shark, 4 m [13'] ",Jan,N,M
1300,1962,Unprovoked,australia,Surfing,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M
1301,1962,Unprovoked,papua new guinea,Spearfishing,24,White shark,Jan,N,M
1302,1962,Unprovoked,new zealand,Surf fishing,54,"36""  shark",Jan,N,F
1303,1962,Unprovoked,marshall islands,Fishing with hand net in 2' of water,57,1.8 m [6'] shark,Jan,N,M
1304,1961,Unprovoked,australia,Standing,18,3 m [10'] shark,Dec,Y,F
1305,1961,Unprovoked,australia,Standing,24,3 m [10'] shark,Dec,N,M
1306,1961,Unprovoked,south africa,Treading water,18,Zambesi shark,Dec,N,M
